category_tree,color,country_code,county_of_origin,currency,description,delivery,domain,features,final_price,image_count,image_urls,in_stock,initial_price,main_image,manufacturer,offers,people_bought_together,product_name,reviews_count,related_products,seller_name,size,top_reviews,url,product_code,brand,category,category_url
"[{""name"":""HM.com"",""url"":""https://www2.hm.com/en_us/index.html""},{""name"":""Home"",""url"":""https://www2.hm.com/en_us/home.html""},{""name"":""Bath & Shower"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower.html""},{""name"":""Towels"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower/towels.html""},{""name"":""Guest"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower/towels/guest-towels.html""}]","Dark green/Christmas tree","US","Sweden","USD","Guest towel in cotton terry with a printed motif at front. Hanger loop on one short side. You too can help the environment and make fashion more sustainable. Bring unwanted clothes or home textiles to any H&M store and they will be reworn, reused or recycled. Tumble dry medium Only non-chlorine bleach when needed Machine wash warm No dry clean High iron","[""Furniture, shelving, lighting & area rugs can only be shipped via standard shipping within the continental US. Orders placed using any other method or outside the continental US will be canceled and a refund will be issued. Members with Plus status get free online returns. SHIPPING: Shipping is available to customers at least 13 years of age with a valid US shipping and billing address. H&M HOME furniture, shelving, lighting and area rugs can only be shipped via standard shipping. Orders placed using any other method will be cancelled and a refund will be issued. PAYMENT: We accept card payments via Visa, Apple Pay, MasterCard, Discover and American Express. You can also pay with Klarna's flexible payment options, PayPal and H&M Gift Cards. Learn more on our customer service pages.""]","www2.hm.com","null","""$5.99""",7,"[""https://image.hm.com/assets/hm/9a/e7/9ae7aea334308ad811868ff3771efa8321512746.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/ac/d2/acd22586361fd1b38198e1ba1362788170000631.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/ac/d2/acd22586361fd1b38198e1ba1362788170000631.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/9d/b3/9db3244b27f4d3d448ff867b8a08c7adbfac119a.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/9d/b3/9db3244b27f4d3d448ff867b8a08c7adbfac119a.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/ab/71/ab715215f5130b332d5e455541be61b3b8bd6772.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/ab/71/ab715215f5130b332d5e455541be61b3b8bd6772.jpg?imwidth=2160""]",true,"""$5.99""","https://image.hm.com/assets/hm/9a/e7/9ae7aea334308ad811868ff3771efa8321512746.jpg?imwidth=2160","H&M","[""https://www2.hm.com/en_us/productpage.1182122003.html""]","null","Christmas-motif Guest Towel",4.7,"null","H&M","","null","https://www2.hm.com/en_us/productpage.1182122003.html","1182122003","H&M","Guest","https://www2.hm.com/en_us/home/products/bath-shower/towels/guest-towels.html"
"[{""name"":""HM.com"",""url"":""https://www2.hm.com/en_us/index.html""},{""name"":""Home"",""url"":""https://www2.hm.com/en_us/home.html""},{""name"":""Bath & Shower"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower.html""},{""name"":""Towels"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower/towels.html""},{""name"":""Bath"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower/towels/bath-towels.html""}]","Light beige","US","Sweden","USD","Fast-drying, classic bath towel in soft, highly absorbent cotton terry. Hanger loop on one long side. Series includes towels in several different sizes. Fabric weight 550 GSM. You too can help the environment and make fashion more sustainable. Bring unwanted clothes or home textiles to any H&M store and they will be reworn, reused or recycled. Tumble dry medium Only non-chlorine bleach when needed Machine wash warm Wash with like colors High iron Can be dry cleaned","[""Furniture, shelving, lighting & area rugs can only be shipped via standard shipping within the continental US. Orders placed using any other method or outside the continental US will be canceled and a refund will be issued. Members with Plus status get free online returns. SHIPPING: Shipping is available to customers at least 13 years of age with a valid US shipping and billing address. H&M HOME furniture, shelving, lighting and area rugs can only be shipped via standard shipping. Orders placed using any other method will be cancelled and a refund will be issued. PAYMENT: We accept card payments via Visa, Apple Pay, MasterCard, Discover and American Express. You can also pay with Klarna's flexible payment options, PayPal and H&M Gift Cards. Learn more on our customer service pages.""]","www2.hm.com","null","""$17.99""",9,"[""https://image.hm.com/assets/hm/e9/5c/e95c077f8da81f7afb2ff0b310901338225f509e.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/6b/71/6b719b6dcdab67ec738b12b6a54d70e0a782a1bf.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/6b/71/6b719b6dcdab67ec738b12b6a54d70e0a782a1bf.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/00/5a/005a62a441c9427a043a784603ab4b7abd4b8cd8.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/00/5a/005a62a441c9427a043a784603ab4b7abd4b8cd8.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/90/73/907357a47e709b52cf4b89d0c79b7e250bf67dec.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/90/73/907357a47e709b52cf4b89d0c79b7e250bf67dec.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/aa/b7/aab7ada37628e9de943189cc5b7499f35f84ef52.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/aa/b7/aab7ada37628e9de943189cc5b7499f35f84ef52.jpg?imwidth=2160""]",true,"""$17.99""","https://image.hm.com/assets/hm/e9/5c/e95c077f8da81f7afb2ff0b310901338225f509e.jpg?imwidth=2160","H&M","[""https://www2.hm.com/en_us/productpage.1097303007.html""]","null","Cotton Terry Bath Towel",4.8,"null","H&M","","null","https://www2.hm.com/en_us/productpage.1097303007.html","1097303007","H&M","Bath","https://www2.hm.com/en_us/home/products/bath-shower/towels/bath-towels.html"
"[{""name"":""HM.com"",""url"":""https://www2.hm.com/en_us/index.html""},{""name"":""Home"",""url"":""https://www2.hm.com/en_us/home.html""},{""name"":""Bath & Shower"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower.html""},{""name"":""Towels"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower/towels.html""},{""name"":""Hand Towels"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower/towels/hand.html""}]","Black/striped","US","Sweden","USD","Striped hand towel in highly absorbent, soft cotton terry. Woven, solid-color hem at short sides and hanger loop at one short side. Easy to mix and match for a personalized style. Weight: 480 GSM. Series includes towels in several different sizes. You too can help the environment and make fashion more sustainable. Bring unwanted clothes or home textiles to any H&M store and they will be reworn, reused or recycled. Tumble dry medium Only non-chlorine bleach when needed Machine wash warm Medium iron Can be dry cleaned","[""Furniture, shelving, lighting & area rugs can only be shipped via standard shipping within the continental US. Orders placed using any other method or outside the continental US will be canceled and a refund will be issued. Members with Plus status get free online returns. SHIPPING: Shipping is available to customers at least 13 years of age with a valid US shipping and billing address. H&M HOME furniture, shelving, lighting and area rugs can only be shipped via standard shipping. Orders placed using any other method will be cancelled and a refund will be issued. PAYMENT: We accept card payments via Visa, Apple Pay, MasterCard, Discover and American Express. You can also pay with Klarna's flexible payment options, PayPal and H&M Gift Cards. Learn more on our customer service pages.""]","www2.hm.com","null","""$6.99""",5,"[""https://image.hm.com/assets/hm/12/6d/126dd0f2331fd067309afcba2d377ad749d30388.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/5a/ac/5aacc655d237301325121a6beab793aef903ea33.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/5a/ac/5aacc655d237301325121a6beab793aef903ea33.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/2a/8d/2a8db45cc5094f65cbbfd0267c827a03aff99ffd.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/2a/8d/2a8db45cc5094f65cbbfd0267c827a03aff99ffd.jpg?imwidth=2160""]",true,"""$6.99""","https://image.hm.com/assets/hm/12/6d/126dd0f2331fd067309afcba2d377ad749d30388.jpg?imwidth=2160","H&M","[""https://www2.hm.com/en_us/productpage.1205446006.html""]","null","Striped Hand Towel",5,"null","H&M","","null","https://www2.hm.com/en_us/productpage.1205446006.html","1205446006","H&M","Hand Towels","https://www2.hm.com/en_us/home/products/bath-shower/towels/hand.html"
"[{""name"":""HM.com"",""url"":""https://www2.hm.com/en_us/index.html""},{""name"":""Home"",""url"":""https://www2.hm.com/en_us/home.html""},{""name"":""Bath & Shower"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower.html""},{""name"":""Towels"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower/towels.html""},{""name"":""Bath"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower/towels/bath-towels.html""}]","Black/striped","US","Sweden","USD","Striped bath towel in highly absorbent, soft cotton terry. Solid color woven hem at short sides and hanger loop at one long side. Easy to mix and match for a personalized style. Weight: 480 GSM. Series includes towels in several different sizes. You too can help the environment and make fashion more sustainable. Bring unwanted clothes or home textiles to any H&M store and they will be reworn, reused or recycled. Tumble dry medium Only non-chlorine bleach when needed Machine wash warm Medium iron Can be dry cleaned","[""Furniture, shelving, lighting & area rugs can only be shipped via standard shipping within the continental US. Orders placed using any other method or outside the continental US will be canceled and a refund will be issued. Members with Plus status get free online returns. SHIPPING: Shipping is available to customers at least 13 years of age with a valid US shipping and billing address. H&M HOME furniture, shelving, lighting and area rugs can only be shipped via standard shipping. Orders placed using any other method will be cancelled and a refund will be issued. PAYMENT: We accept card payments via Visa, Apple Pay, MasterCard, Discover and American Express. You can also pay with Klarna's flexible payment options, PayPal and H&M Gift Cards. Learn more on our customer service pages.""]","www2.hm.com","null","""$14.99""",5,"[""https://image.hm.com/assets/hm/75/d6/75d65eaff7a5cac4f87fd69034b4c6774dce94ae.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/22/ba/22ba043ba46ddce289fbcdb59b06c77d45a58bc6.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/22/ba/22ba043ba46ddce289fbcdb59b06c77d45a58bc6.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/75/b4/75b4f195332e66987efa0dba7634203e72fd1031.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/75/b4/75b4f195332e66987efa0dba7634203e72fd1031.jpg?imwidth=2160""]",true,"""$14.99""","https://image.hm.com/assets/hm/75/d6/75d65eaff7a5cac4f87fd69034b4c6774dce94ae.jpg?imwidth=2160","H&M","[""https://www2.hm.com/en_us/productpage.1205445007.html""]","null","Bath Towel",4.8,"null","H&M","","null","https://www2.hm.com/en_us/productpage.1205445007.html","1205445007","H&M","Bath","https://www2.hm.com/en_us/home/products/bath-shower/towels/bath-towels.html"
"[{""name"":""HM.com"",""url"":""https://www2.hm.com/en_us/index.html""},{""name"":""Home"",""url"":""https://www2.hm.com/en_us/home.html""},{""name"":""Bath & Shower"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower.html""},{""name"":""Bathroom Accessories"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower/accessories.html""}]","Light beige","US","Sweden","USD","Toothbrush mug in glazed earthenware with a simple, clean design to give your bathroom a contemporary touch. Diameter 2 3/4 in. Height 3 1/2 in. You too can help the environment and make fashion more sustainable. Bring unwanted clothes or home textiles to any H&M store and they will be reworn, reused or recycled. Hand wash","[""Furniture, shelving, lighting & area rugs can only be shipped via standard shipping within the continental US. Orders placed using any other method or outside the continental US will be canceled and a refund will be issued. Members with Plus status get free online returns. SHIPPING: Shipping is available to customers at least 13 years of age with a valid US shipping and billing address. H&M HOME furniture, shelving, lighting and area rugs can only be shipped via standard shipping. Orders placed using any other method will be cancelled and a refund will be issued. PAYMENT: We accept card payments via Visa, Apple Pay, MasterCard, Discover and American Express. You can also pay with Klarna's flexible payment options, PayPal and H&M Gift Cards. Learn more on our customer service pages.""]","www2.hm.com","null","""$5.99""",7,"[""https://image.hm.com/assets/hm/43/13/43132223f9c74772b50fd27aa104d2aebf041506.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/cf/73/cf735bed1554d8b3de6960d94bae94b648ade800.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/cf/73/cf735bed1554d8b3de6960d94bae94b648ade800.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/b6/b1/b6b1bff18047e08b5f248ed39ec6a2d5fcc05a99.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/b6/b1/b6b1bff18047e08b5f248ed39ec6a2d5fcc05a99.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/f0/90/f0902ec16e29e5927123c0ac16f1a22d44ab37ff.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/f0/90/f0902ec16e29e5927123c0ac16f1a22d44ab37ff.jpg?imwidth=2160""]",true,"""$5.99""","https://image.hm.com/assets/hm/43/13/43132223f9c74772b50fd27aa104d2aebf041506.jpg?imwidth=2160","H&M","[""https://www2.hm.com/en_us/productpage.1069184001.html""]","null","Earthenware Toothbrush Mug",4.7,"null","H&M","","null","https://www2.hm.com/en_us/productpage.1069184001.html","1069184001","H&M","Bathroom Accessories","https://www2.hm.com/en_us/home/products/bath-shower/accessories.html"
"[{""name"":""HM.com"",""url"":""https://www2.hm.com/en_us/index.html""},{""name"":""Home"",""url"":""https://www2.hm.com/en_us/home.html""},{""name"":""Bath & Shower"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower.html""},{""name"":""Bathroom Accessories"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower/accessories.html""}]","Sage green","US","Sweden","USD","Toothbrush mug in glazed earthenware with a simple, clean design to give your bathroom a contemporary touch. Diameter 2 3/4 in. Height 3 1/2 in. You too can help the environment and make fashion more sustainable. Bring unwanted clothes or home textiles to any H&M store and they will be reworn, reused or recycled. Hand wash","[""Furniture, shelving, lighting & area rugs can only be shipped via standard shipping within the continental US. Orders placed using any other method or outside the continental US will be canceled and a refund will be issued. Members with Plus status get free online returns. SHIPPING: Shipping is available to customers at least 13 years of age with a valid US shipping and billing address. H&M HOME furniture, shelving, lighting and area rugs can only be shipped via standard shipping. Orders placed using any other method will be cancelled and a refund will be issued. PAYMENT: We accept card payments via Visa, Apple Pay, MasterCard, Discover and American Express. You can also pay with Klarna's flexible payment options, PayPal and H&M Gift Cards. Learn more on our customer service pages.""]","www2.hm.com","null","""$5.99""",5,"[""https://image.hm.com/assets/hm/69/f5/69f5902c6ea45cdc765aea2c6dca0dd76278c81d.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/50/5f/505feaafc4b57f40a6942c75f9a7a1212aacc547.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/50/5f/505feaafc4b57f40a6942c75f9a7a1212aacc547.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/d6/b5/d6b519ed66ad7a95798ae4f8723e17536161e5ce.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/d6/b5/d6b519ed66ad7a95798ae4f8723e17536161e5ce.jpg?imwidth=2160""]",true,"""$5.99""","https://image.hm.com/assets/hm/69/f5/69f5902c6ea45cdc765aea2c6dca0dd76278c81d.jpg?imwidth=2160","H&M","[""https://www2.hm.com/en_us/productpage.1069184005.html""]","null","Earthenware Toothbrush Mug",4.7,"null","H&M","","null","https://www2.hm.com/en_us/productpage.1069184005.html","1069184005","H&M","Bathroom Accessories","https://www2.hm.com/en_us/home/products/bath-shower/accessories.html"
"[{""name"":""HM.com"",""url"":""https://www2.hm.com/en_us/index.html""},{""name"":""Home"",""url"":""https://www2.hm.com/en_us/home.html""},{""name"":""Bath & Shower"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower.html""},{""name"":""Shower Curtains"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower/shower-curtains.html""}]","Black","US","Sweden","USD","Metal shower curtain rings. 12 per pack.","[""Furniture, shelving, lighting & area rugs can only be shipped via standard shipping within the continental US. Orders placed using any other method or outside the continental US will be canceled and a refund will be issued. Members with Plus status get free online returns. SHIPPING: Shipping is available to customers at least 13 years of age with a valid US shipping and billing address. H&M HOME furniture, shelving, lighting and area rugs can only be shipped via standard shipping. Orders placed using any other method will be cancelled and a refund will be issued. PAYMENT: We accept card payments via Visa, Apple Pay, MasterCard, Discover and American Express. You can also pay with Klarna's flexible payment options, PayPal and H&M Gift Cards. Learn more on our customer service pages.""]","www2.hm.com","null","""$5.99""",5,"[""https://image.hm.com/assets/hm/e9/ae/e9aed3fbcb2cb61dad14c0b75f04c4244b91eba3.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/9b/a5/9ba52e779d70362492445ef55886ed273c6915d2.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/9b/a5/9ba52e779d70362492445ef55886ed273c6915d2.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/99/07/9907f58dd8ebe02732430635a58f90eaa285a694.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/99/07/9907f58dd8ebe02732430635a58f90eaa285a694.jpg?imwidth=2160""]",true,"""$5.99""","https://image.hm.com/assets/hm/e9/ae/e9aed3fbcb2cb61dad14c0b75f04c4244b91eba3.jpg?imwidth=2160","H&M","[""https://www2.hm.com/en_us/productpage.0134916006.html""]","null","Shower Curtain Rings",4.8,"null","H&M","","null","https://www2.hm.com/en_us/productpage.0134916006.html","0134916006","H&M","Shower Curtains","https://www2.hm.com/en_us/home/products/bath-shower/shower-curtains.html"
"[{""name"":""HM.com"",""url"":""https://www2.hm.com/en_us/index.html""},{""name"":""Home"",""url"":""https://www2.hm.com/en_us/home.html""},{""name"":""Bath & Shower"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower.html""},{""name"":""Towels"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower/towels.html""},{""name"":""Hand Towels"",""url"":""https://www2.hm.com/en_us/home/products/bath-shower/towels/hand.html""}]","Dark gray","US","Sweden","USD","Fast-drying, classic hand towel in soft, highly absorbent cotton terry. Hanger loop on one short side. Series includes towels in several different sizes. You too can help the environment and make fashion more sustainable. Bring unwanted clothes or home textiles to any H&M store and they will be reworn, reused or recycled. Tumble dry medium Only non-chlorine bleach when needed Machine wash warm Medium iron Wash with like colors Can be dry cleaned","[""Furniture, shelving, lighting & area rugs can only be shipped via standard shipping within the continental US. Orders placed using any other method or outside the continental US will be canceled and a refund will be issued. Members with Plus status get free online returns. SHIPPING: Shipping is available to customers at least 13 years of age with a valid US shipping and billing address. H&M HOME furniture, shelving, lighting and area rugs can only be shipped via standard shipping. Orders placed using any other method will be cancelled and a refund will be issued. PAYMENT: We accept card payments via Visa, Apple Pay, MasterCard, Discover and American Express. You can also pay with Klarna's flexible payment options, PayPal and H&M Gift Cards. Learn more on our customer service pages.""]","www2.hm.com","null","""$5.99""",7,"[""https://image.hm.com/assets/hm/62/eb/62ebe130cae716f6ce49d181aafff71f1bb5e811.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/85/80/8580b0ef443be15e05fefe4442623a562ebad70f.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/85/80/8580b0ef443be15e05fefe4442623a562ebad70f.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/11/02/110271bd6cfdd9a8cba9627d67a4e92b988ab695.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/11/02/110271bd6cfdd9a8cba9627d67a4e92b988ab695.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/eb/bd/ebbd1689b11e0ac576c29476e15ebbf0bfb8e219.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/eb/bd/ebbd1689b11e0ac576c29476e15ebbf0bfb8e219.jpg?imwidth=2160""]",true,"""$5.99""","https://image.hm.com/assets/hm/62/eb/62ebe130cae716f6ce49d181aafff71f1bb5e811.jpg?imwidth=2160","H&M","[""https://www2.hm.com/en_us/productpage.1076719040.html""]","null","Cotton Terry Hand Towel",4.8,"null","H&M","","null","https://www2.hm.com/en_us/productpage.1076719040.html","1076719040","H&M","Hand Towels","https://www2.hm.com/en_us/home/products/bath-shower/towels/hand.html"
"[{""name"":""HM.com"",""url"":""https://www2.hm.com/en_us/index.html""},{""name"":""Home"",""url"":""https://www2.hm.com/en_us/home.html""},{""name"":""Cooking & Dining"",""url"":""https://www2.hm.com/en_us/home/products/cooking-dining.html""},{""name"":""Tablecloths & Runners"",""url"":""https://www2.hm.com/en_us/home/products/cooking-dining/table-cloth-runners.html""}]","White","US","Sweden","USD","Tablecloth in a woven linen and cotton blend. You too can help the environment and make fashion more sustainable. Bring unwanted clothes or home textiles to any H&M store and they will be reworn, reused or recycled. Tumble dry medium Only non-chlorine bleach when needed Machine wash warm High iron Can be dry cleaned","[""Furniture, shelving, lighting & area rugs can only be shipped via standard shipping within the continental US. Orders placed using any other method or outside the continental US will be canceled and a refund will be issued. Members with Plus status get free online returns. SHIPPING: Shipping is available to customers at least 13 years of age with a valid US shipping and billing address. H&M HOME furniture, shelving, lighting and area rugs can only be shipped via standard shipping. Orders placed using any other method will be cancelled and a refund will be issued. PAYMENT: We accept card payments via Visa, Apple Pay, MasterCard, Discover and American Express. You can also pay with Klarna's flexible payment options, PayPal and H&M Gift Cards. Learn more on our customer service pages.""]","www2.hm.com","null","""$59.99""",3,"[""https://image.hm.com/assets/hm/40/b3/40b30755ce83c99c0f2f622c2288af53a90768b2.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/92/f2/92f2910a62d3c6a98ea4df699e74a6bb62100b42.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/92/f2/92f2910a62d3c6a98ea4df699e74a6bb62100b42.jpg?imwidth=2160""]",true,"""$59.99""","https://image.hm.com/assets/hm/40/b3/40b30755ce83c99c0f2f622c2288af53a90768b2.jpg?imwidth=2160","H&M","[""https://www2.hm.com/en_us/productpage.1187809010.html""]","null","Linen-blend Tablecloth",4.8,"null","H&M","","null","https://www2.hm.com/en_us/productpage.1187809010.html","1187809010","H&M","Tablecloths & Runners","https://www2.hm.com/en_us/home/products/cooking-dining/table-cloth-runners.html"
"[{""name"":""HM.com"",""url"":""https://www2.hm.com/en_us/index.html""},{""name"":""Home"",""url"":""https://www2.hm.com/en_us/home.html""},{""name"":""Interior textiles"",""url"":""https://www2.hm.com/en_us/home/products/textiles.html""},{""name"":""Throw Pillows & Cushions"",""url"":""https://www2.hm.com/en_us/home/products/textiles/pillow.html""},{""name"":""Pillow Covers"",""url"":""https://www2.hm.com/en_us/home/products/textiles/pillow/covers.html""}]","Dark brown","US","Sweden","USD","Timeless cushion cover in a woven linen and cotton blend with stitching at sides. Concealed zipper at back. You too can help the environment and make fashion more sustainable. Bring unwanted clothes or home textiles to any H&M store and they will be reworn, reused or recycled. Only non-chlorine bleach when needed Machine wash cool High iron Line dry Can be dry cleaned","[""Furniture, shelving, lighting & area rugs can only be shipped via standard shipping within the continental US. Orders placed using any other method or outside the continental US will be canceled and a refund will be issued. Members with Plus status get free online returns. SHIPPING: Shipping is available to customers at least 13 years of age with a valid US shipping and billing address. H&M HOME furniture, shelving, lighting and area rugs can only be shipped via standard shipping. Orders placed using any other method will be cancelled and a refund will be issued. PAYMENT: We accept card payments via Visa, Apple Pay, MasterCard, Discover and American Express. You can also pay with Klarna's flexible payment options, PayPal and H&M Gift Cards. Learn more on our customer service pages.""]","www2.hm.com","null","""$9.99""",5,"[""https://image.hm.com/assets/hm/07/47/07473a67a055d707f39aac5cf91120349ac6d167.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/67/0c/670cb9aa3d00e9446efc1221ecf0e8b50ad7047e.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/67/0c/670cb9aa3d00e9446efc1221ecf0e8b50ad7047e.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/5a/bf/5abf3b262b13e281dd254bd1d09cb95a2cb11a64.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/5a/bf/5abf3b262b13e281dd254bd1d09cb95a2cb11a64.jpg?imwidth=2160""]",true,"""$9.99""","https://image.hm.com/assets/hm/07/47/07473a67a055d707f39aac5cf91120349ac6d167.jpg?imwidth=2160","H&M","[""https://www2.hm.com/en_us/productpage.1206977012.html""]","null","Linen-blend Cushion Cover",4.9,"null","H&M","","null","https://www2.hm.com/en_us/productpage.1206977012.html","1206977012","H&M","Pillow Covers","https://www2.hm.com/en_us/home/products/textiles/pillow/covers.html"
"[{""name"":""HM.com"",""url"":""https://www2.hm.com/en_us/index.html""},{""name"":""Home"",""url"":""https://www2.hm.com/en_us/home.html""},{""name"":""Cooking & Dining"",""url"":""https://www2.hm.com/en_us/home/products/cooking-dining.html""},{""name"":""Tablecloths & Runners"",""url"":""https://www2.hm.com/en_us/home/products/cooking-dining/table-cloth-runners.html""}]","Dark gray","US","Sweden","USD","Solid-colored tablecloth in woven cotton fabric. Easily coordinated with different napkins and placemats to add a personal touch to a table setting. You too can help the environment and make fashion more sustainable. Bring unwanted clothes or home textiles to any H&M store and they will be reworn, reused or recycled. Tumble dry medium Only non-chlorine bleach when needed Machine wash warm High iron Can be dry cleaned","[""Furniture, shelving, lighting & area rugs can only be shipped via standard shipping within the continental US. Orders placed using any other method or outside the continental US will be canceled and a refund will be issued. Members with Plus status get free online returns. SHIPPING: Shipping is available to customers at least 13 years of age with a valid US shipping and billing address. H&M HOME furniture, shelving, lighting and area rugs can only be shipped via standard shipping. Orders placed using any other method will be cancelled and a refund will be issued. PAYMENT: We accept card payments via Visa, Apple Pay, MasterCard, Discover and American Express. You can also pay with Klarna's flexible payment options, PayPal and H&M Gift Cards. Learn more on our customer service pages.""]","www2.hm.com","null","""$24.99""",9,"[""https://image.hm.com/assets/hm/8c/38/8c38347a63bc1fd2a7dda36bb05fb9b7add0dcea.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/4b/b9/4bb9e91552d16040897f0aa8f0ab2c26a0487941.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/4b/b9/4bb9e91552d16040897f0aa8f0ab2c26a0487941.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/92/31/9231f3cfc68f1389ac363645ea89a0329535b82b.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/92/31/9231f3cfc68f1389ac363645ea89a0329535b82b.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/62/08/62086a6b38f3f12e6672aaeb3541ea1e6af34157.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/62/08/62086a6b38f3f12e6672aaeb3541ea1e6af34157.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/10/61/1061a8a3bbf37f0f23b9c81e3acfbfea45e09400.jpg?imwidth=2160"",""https://image.hm.com/assets/hm/10/61/1061a8a3bbf37f0f23b9c81e3acfbfea45e09400.jpg?imwidth=2160""]",true,"""$24.99""","https://image.hm.com/assets/hm/8c/38/8c38347a63bc1fd2a7dda36bb05fb9b7add0dcea.jpg?imwidth=2160","H&M","[""https://www2.hm.com/en_us/productpage.1023534001.html""]","null","Cotton Tablecloth",4.5,"null","H&M","","null","https://www2.hm.com/en_us/productpage.1023534001.html","1023534001","H&M","Tablecloths & Runners","https://www2.hm.com/en_us/home/products/cooking-dining/table-cloth-runners.html"
